CGG_NM,STDG_NM,BLDG_USG,평균전세가_만원,거래건수
강서구,방화동,오피스텔,23226.3,114
영등포구,신길동,연립다세대,23187.2,270
종로구,연지동,오피스텔,23146.8,19
광진구,구의동,오피스텔,23126.4,38
강남구,삼성동,단독다가구,23125.6,16
종로구,연지동,연립다세대,23125.0,4
용산구,서계동,오피스텔,23125.0,4
성북구,동선동3가,아파트,23100.0,1
동작구,사당동,오피스텔,23039.7,17
송파구,풍납동,연립다세대,23032.3,58
종로구,종로5가,오피스텔,23002.2,18
성북구,안암동5가,연립다세대,23000.0,3
종로구,청운동,단독다가구,23000.0,1
종로구,명륜2가,연립다세대,23000.0,1
종로구,무악동,연립다세대,23000.0,1
동대문구,전농동,연립다세대,22995.0,225
중구,필동3가,연립다세대,22975.0,8
중랑구,망우동,연립다세대,22919.6,129
성동구,성수동2가,오피스텔,22889.8,59
종로구,혜화동,연립다세대,22886.7,15
강서구,마곡동,오피스텔,22862.2,442
강동구,천호동,오피스텔,22854.2,149
서초구,잠원동,오피스텔,22850.0,10
용산구,원효로4가,연립다세대,22743.1,45
성북구,성북동,단독다가구,22693.3,33
마포구,당인동,연립다세대,22690.6,17
중구,신당동,오피스텔,22661.3,52
동대문구,제기동,연립다세대,22650.6,78
영등포구,도림동,연립다세대,22642.3,75
강서구,등촌동,연립다세대,22638.1,206
강남구,역삼동,단독다가구,22635.7,139
구로구,개봉동,오피스텔,22631.4,7
영등포구,신길동,오피스텔,22613.8,86
종로구,숭인동,오피스텔,22605.6,144
서대문구,북아현동,연립다세대,22602.4,97
중구,묵정동,오피스텔,22562.5,8
성동구,성수동2가,연립다세대,22520.2,114
마포구,현석동,단독다가구,22500.0,2
종로구,낙원동,아파트,22500.0,2
은평구,구산동,오피스텔,22441.2,4
종로구,명륜1가,단독다가구,22440.0,15
관악구,봉천동,연립다세대,22422.6,375
영등포구,영등포동6가,오피스텔,22401.9,26
성북구,하월곡동,연립다세대,22383.3,33
종로구,숭인동,연립다세대,22323.9,46
종로구,관수동,오피스텔,22300.0,7
동대문구,청량리동,연립다세대,22278.4,22
송파구,방이동,단독다가구,22278.1,38
중랑구,중화동,연립다세대,22254.8,247
구로구,항동,연립다세대,22252.6,19
성동구,상왕십리동,오피스텔,22250.0,2
영등포구,양평동3가,단독다가구,22250.0,8
용산구,효창동,단독다가구,22242.9,14
서초구,양재동,단독다가구,22222.1,89
종로구,홍지동,단독다가구,22187.5,4
동대문구,용두동,오피스텔,22126.1,83
강동구,성내동,오피스텔,22096.2,52
중랑구,상봉동,연립다세대,22058.5,177
영등포구,영등포동3가,오피스텔,22050.4,91
성북구,안암동2가,연립다세대,22000.0,1
은평구,증산동,오피스텔,22000.0,1
용산구,신창동,연립다세대,21962.5,67
강남구,개포동,단독다가구,21951.2,40
성북구,길음동,연립다세대,21942.3,13
성북구,종암동,연립다세대,21912.7,49
마포구,노고산동,연립다세대,21890.0,77
용산구,원효로1가,단독다가구,21885.3,15
마포구,서교동,오피스텔,21882.1,28
성북구,상월곡동,연립다세대,21874.9,15
광진구,군자동,오피스텔,21873.3,12
구로구,구로동,오피스텔,21842.2,284
구로구,오류동,오피스텔,21811.7,195
중구,쌍림동,오피스텔,21800.0,4
광진구,화양동,연립다세대,21736.8,63
용산구,한강로2가,연립다세대,21652.2,18
영등포구,당산동,오피스텔,21640.4,104
중구,중림동,연립다세대,21613.3,15
강서구,가양동,연립다세대,21578.7,23
은평구,녹번동,오피스텔,21578.1,32
성동구,홍익동,오피스텔,21573.5,8
중랑구,신내동,오피스텔,21522.4,45
영등포구,당산동5가,오피스텔,21504.6,27
용산구,청파동3가,오피스텔,21500.0,16
강남구,논현동,단독다가구,21461.8,105
용산구,이촌동,연립다세대,21455.0,10
중구,충무로2가,오피스텔,21450.0,16
영등포구,양평동5가,연립다세대,21407.1,12
강서구,마곡동,연립다세대,21389.5,59
서초구,반포동,단독다가구,21369.8,37
용산구,산천동,연립다세대,21366.7,6
금천구,가산동,연립다세대,21287.0,53
은평구,역촌동,오피스텔,21279.5,43
서대문구,연희동,단독다가구,21275.0,84
성북구,하월곡동,오피스텔,21242.8,34
성북구,삼선동5가,연립다세대,21238.5,13
은평구,불광동,오피스텔,21193.6,36
성북구,동선동3가,연립다세대,21175.0,8
송파구,석촌동,단독다가구,21172.0,48
마포구,상암동,오피스텔,21165.0,44
성동구,마장동,연립다세대,21151.5,28
강남구,신사동,단독다가구,21148.5,33
동작구,신대방동,연립다세대,21124.8,98
영등포구,양평동3가,연립다세대,21102.5,8
동작구,노량진동,오피스텔,21100.7,43
영등포구,양평동4가,연립다세대,21092.7,37
강서구,가양동,오피스텔,21083.4,83
은평구,대조동,아파트,21043.2,94
양천구,목동,연립다세대,21032.2,798
광진구,화양동,오피스텔,21025.0,73
종로구,원남동,오피스텔,21000.0,3
종로구,팔판동,단독다가구,21000.0,1
성북구,성북동,아파트,21000.0,5
송파구,잠실동,단독다가구,20987.0,60
송파구,거여동,단독다가구,20965.7,61
용산구,서계동,연립다세대,20901.2,68
성동구,금호동4가,연립다세대,20793.0,10
서대문구,연희동,오피스텔,20768.6,35
성동구,도선동,연립다세대,20750.0,8
송파구,송파동,단독다가구,20740.0,57
마포구,합정동,단독다가구,20650.0,41
종로구,창신동,오피스텔,20635.8,11
용산구,용산동2가,연립다세대,20635.3,137
영등포구,영등포동2가,연립다세대,20628.6,28
중랑구,신내동,연립다세대,20577.6,38
마포구,동교동,단독다가구,20574.3,14
종로구,신교동,연립다세대,20570.0,5
용산구,후암동,단독다가구,20567.0,82
은평구,녹번동,연립다세대,20504.9,260
종로구,연건동,연립다세대,20495.0,6
용산구,원효로3가,연립다세대,20483.0,62
중랑구,묵동,연립다세대,20400.2,136
종로구,명륜2가,단독다가구,20400.0,5
관악구,봉천동,오피스텔,20388.5,178
송파구,오금동,단독다가구,20384.6,26
용산구,이태원동,단독다가구,20358.0,69
마포구,동교동,오피스텔,20355.6,9
종로구,혜화동,단독다가구,20318.8,8
영등포구,양평동4가,단독다가구,20318.2,11
종로구,창성동,단독다가구,20283.3,3
용산구,갈월동,단독다가구,20280.0,10
영등포구,당산동,연립다세대,20273.2,41
마포구,아현동,연립다세대,20245.1,100
중구,저동2가,오피스텔,20177.1,7
마포구,염리동,연립다세대,20152.0,117
성북구,동선동5가,연립다세대,20125.0,4
마포구,연남동,단독다가구,20113.1,58
강남구,청담동,오피스텔,20100.2,8
금천구,독산동,연립다세대,20076.0,365
강동구,명일동,단독다가구,20017.2,29
은평구,응암동,오피스텔,20011.5,130
종로구,신교동,단독다가구,20000.0,1
마포구,당인동,단독다가구,20000.0,1
종로구,내자동,단독다가구,20000.0,1
양천구,신정동,연립다세대,19963.4,288
은평구,대조동,연립다세대,19949.3,187
마포구,아현동,단독다가구,19937.5,8
서대문구,대현동,연립다세대,19925.0,2
중구,신당동,단독다가구,19872.3,117
서대문구,홍제동,연립다세대,19842.2,133
용산구,보광동,단독다가구,19777.0,30
서대문구,홍제동,오피스텔,19770.8,24
영등포구,영등포동1가,오피스텔,19762.4,140
중랑구,묵동,오피스텔,19750.0,2
성동구,송정동,연립다세대,19743.2,28
송파구,마천동,연립다세대,19736.7,263
은평구,역촌동,연립다세대,19721.0,174
성동구,용답동,오피스텔,19701.3,63
중구,회현동3가,연립다세대,19633.3,3
마포구,망원동,단독다가구,19575.0,48
강서구,공항동,연립다세대,19565.1,150
성북구,석관동,연립다세대,19557.5,136
강북구,수유동,오피스텔,19550.0,38
강서구,공항동,오피스텔,19504.1,16
성북구,동소문동3가,단독다가구,19500.0,2
은평구,수색동,연립다세대,19470.8,38
강동구,암사동,오피스텔,19445.0,20
마포구,신공덕동,단독다가구,19375.0,8
마포구,창전동,연립다세대,19346.0,25
서대문구,옥천동,연립다세대,19333.3,3
중구,오장동,오피스텔,19325.4,35
용산구,용문동,단독다가구,19319.4,7
서대문구,천연동,단독다가구,19312.5,8
영등포구,문래동2가,아파트,19307.7,13
광진구,광장동,단독다가구,19284.1,28
종로구,사직동,단독다가구,19250.0,4
서대문구,대현동,오피스텔,19242.8,67
동대문구,신설동,오피스텔,19226.9,77
은평구,불광동,연립다세대,19211.9,410
영등포구,대림동,연립다세대,19171.1,97
중구,중림동,단독다가구,19160.0,5
성북구,돈암동,연립다세대,19121.4,21
용산구,한강로3가,연립다세대,19111.1,9
성북구,삼선동2가,단독다가구,19106.2,16
서대문구,충정로2가,연립다세대,19000.0,1
성동구,옥수동,오피스텔,19000.0,5
용산구,이촌동,단독다가구,19000.0,2
서대문구,충정로2가,오피스텔,19000.0,4
서대문구,남가좌동,연립다세대,18950.0,36
영등포구,영등포동6가,단독다가구,18950.0,5
송파구,가락동,단독다가구,18905.6,50
마포구,서교동,단독다가구,18866.7,48
관악구,신림동,연립다세대,18845.2,468
종로구,행촌동,연립다세대,18835.0,30
은평구,구산동,연립다세대,18805.1,77
성북구,동선동3가,오피스텔,18778.6,7
관악구,신림동,오피스텔,18744.0,84
성북구,장위동,연립다세대,18722.3,430
은평구,갈현동,연립다세대,18703.2,212
동대문구,회기동,연립다세대,18694.4,16
서대문구,북가좌동,연립다세대,18689.3,175
금천구,가산동,오피스텔,18687.6,299
중구,만리동1가,단독다가구,18666.7,3
광진구,능동,오피스텔,18650.0,4
강서구,방화동,연립다세대,18598.7,141
마포구,대흥동,단독다가구,18557.4,27
강서구,화곡동,오피스텔,18494.7,485
은평구,신사동,연립다세대,18476.9,155
금천구,시흥동,연립다세대,18458.4,321
강북구,우이동,연립다세대,18446.8,28
마포구,신수동,단독다가구,18407.7,26
구로구,가리봉동,연립다세대,18365.4,61
용산구,용산동2가,단독다가구,18357.2,38
광진구,중곡동,오피스텔,18290.7,28
양천구,목동,단독다가구,18290.6,101
은평구,응암동,연립다세대,18278.3,201
강북구,미아동,오피스텔,18190.0,10
송파구,삼전동,단독다가구,18136.6,63
성동구,금호동4가,단독다가구,18078.9,19
마포구,노고산동,단독다가구,18063.3,15
마포구,토정동,단독다가구,18000.0,1
성북구,동소문동6가,아파트,18000.0,1
성북구,삼선동5가,오피스텔,18000.0,1
종로구,동숭동,연립다세대,17993.7,27
강동구,암사동,단독다가구,17979.1,77
성동구,응봉동,연립다세대,17967.7,31
성동구,사근동,연립다세대,17960.0,10
성동구,행당동,단독다가구,17940.8,49
종로구,창신동,연립다세대,17928.5,68
서대문구,홍은동,연립다세대,17913.9,113
구로구,구로동,연립다세대,17912.1,167
강동구,고덕동,단독다가구,17885.0,78
용산구,한강로1가,단독다가구,17883.3,3
광진구,구의동,단독다가구,17828.0,213
종로구,삼청동,단독다가구,17781.2,8
성동구,용답동,단독다가구,17774.5,51
마포구,상암동,단독다가구,17765.8,19
성동구,금호동1가,단독다가구,17725.0,4
성북구,정릉동,연립다세대,17713.1,189
동대문구,휘경동,연립다세대,17703.8,53
서대문구,충정로3가,단독다가구,17681.8,11
마포구,노고산동,오피스텔,17668.8,21
동대문구,휘경동,오피스텔,17633.3,42
동대문구,이문동,연립다세대,17629.6,27
광진구,능동,단독다가구,17611.2,92
성북구,동선동5가,단독다가구,17600.0,10
서대문구,북아현동,단독다가구,17554.3,81
용산구,청파동2가,단독다가구,17544.4,9
구로구,천왕동,오피스텔,17542.9,14
노원구,중계동,연립다세대,17538.7,37
중구,장충동1가,단독다가구,17500.0,2
강동구,둔촌동,단독다가구,17436.9,42
동작구,사당동,단독다가구,17411.9,310
동대문구,신설동,단독다가구,17400.0,3
종로구,효제동,오피스텔,17333.3,15
성동구,성수동1가,단독다가구,17327.3,74
성북구,보문동5가,연립다세대,17314.3,7
중구,장충동1가,연립다세대,17314.1,10
영등포구,영등포동1가,연립다세대,17297.5,8
성북구,동소문동6가,오피스텔,17266.7,3
서대문구,창천동,오피스텔,17263.2,22
동작구,본동,단독다가구,17258.8,17
광진구,자양동,단독다가구,17168.4,271
광진구,중곡동,단독다가구,17131.1,362
중구,광희동2가,단독다가구,17125.0,4
성동구,홍익동,단독다가구,17123.7,15
성동구,옥수동,단독다가구,17118.2,11
용산구,신창동,단독다가구,17066.7,12
관악구,남현동,단독다가구,17018.5,45
성북구,보문동1가,단독다가구,17000.0,1
도봉구,창동,연립다세대,16967.3,207
강서구,화곡동,연립다세대,16909.8,1166
강동구,상일동,단독다가구,16908.8,34
강동구,성내동,단독다가구,16874.8,198
송파구,문정동,단독다가구,16843.4,38
성동구,금호동1가,연립다세대,16836.8,25
종로구,명륜4가,단독다가구,16816.7,6
노원구,공릉동,연립다세대,16786.1,81
성북구,동소문동6가,단독다가구,16687.5,4
마포구,창전동,단독다가구,16670.7,29
성북구,성북동1가,단독다가구,16666.7,3
성동구,도선동,단독다가구,16647.8,23
구로구,개봉동,연립다세대,16620.5,261
용산구,서계동,단독다가구,16612.4,22
성동구,금호동3가,단독다가구,16607.6,33
성북구,보문동5가,단독다가구,16600.0,5
마포구,성산동,단독다가구,16528.2,48
강서구,등촌동,단독다가구,16524.4,41
강북구,미아동,연립다세대,16453.8,304
성북구,안암동3가,단독다가구,16414.3,7
강동구,길동,단독다가구,16408.7,69
은평구,수색동,단독다가구,16406.2,8
금천구,시흥동,오피스텔,16403.0,138
도봉구,도봉동,연립다세대,16354.4,80
노원구,월계동,연립다세대,16344.2,64
종로구,동숭동,단독다가구,16333.3,12
강북구,수유동,연립다세대,16332.9,255
성북구,동선동4가,단독다가구,16214.3,7
구로구,궁동,연립다세대,16178.9,66
서대문구,냉천동,단독다가구,16166.7,3
마포구,도화동,단독다가구,16132.2,27
동작구,대방동,단독다가구,16131.4,55
은평구,대조동,오피스텔,16126.4,64
구로구,고척동,연립다세대,16079.5,55
영등포구,당산동6가,단독다가구,16052.3,11
성북구,동소문동7가,단독다가구,16000.0,2
동작구,대방동,오피스텔,15971.0,10
영등포구,당산동2가,단독다가구,15931.2,8
성북구,석관동,오피스텔,15927.9,14
동대문구,용두동,단독다가구,15830.6,54
구로구,오류동,연립다세대,15810.8,105
용산구,청파동1가,단독다가구,15801.0,22
동대문구,전농동,단독다가구,15776.6,113
강서구,외발산동,연립다세대,15762.9,7
서대문구,옥천동,단독다가구,15755.6,9
성북구,돈암동,단독다가구,15750.0,8
용산구,원효로3가,단독다가구,15746.8,16
강서구,내발산동,단독다가구,15727.5,24
용산구,후암동,오피스텔,15712.5,8
종로구,이화동,단독다가구,15678.6,7
성북구,안암동2가,단독다가구,15550.0,13
관악구,남현동,오피스텔,15550.0,18
마포구,구수동,단독다가구,15500.0,6
서대문구,충정로3가,오피스텔,15500.0,1
도봉구,쌍문동,연립다세대,15495.1,129
성북구,안암동1가,단독다가구,15471.4,7
광진구,군자동,단독다가구,15422.4,84
동대문구,장안동,단독다가구,15389.2,59
마포구,염리동,단독다가구,15337.0,27
마포구,상수동,단독다가구,15259.1,11
은평구,증산동,단독다가구,15255.6,9
양천구,신정동,단독다가구,15196.2,140
성동구,성수동2가,단독다가구,15171.8,116
영등포구,당산동3가,단독다가구,15150.0,16
성동구,송정동,단독다가구,15128.7,54
중랑구,망우동,단독다가구,15111.2,134
용산구,원효로2가,단독다가구,15025.0,10
성북구,동선동4가,오피스텔,15000.0,1
노원구,하계동,단독다가구,15000.0,2
중구,남산동2가,단독다가구,15000.0,1
종로구,누상동,단독다가구,15000.0,4
종로구,연건동,단독다가구,15000.0,3
용산구,청암동,단독다가구,15000.0,1
마포구,상수동,오피스텔,14954.0,5
송파구,풍납동,단독다가구,14944.9,74
동작구,상도1동,단독다가구,14937.5,16
도봉구,방학동,연립다세대,14885.5,126
마포구,상암동,연립다세대,14873.7,33
중구,황학동,단독다가구,14833.3,15
영등포구,영등포동4가,연립다세대,14771.4,7
영등포구,양평동2가,단독다가구,14750.0,6
동대문구,답십리동,단독다가구,14701.8,86
종로구,충신동,단독다가구,14639.5,15
은평구,녹번동,단독다가구,14638.3,44
종로구,필운동,오피스텔,14600.0,1
성북구,동소문동1가,단독다가구,14600.0,8
구로구,고척동,오피스텔,14585.0,16
관악구,봉천동,단독다가구,14575.4,507
성북구,보문동3가,단독다가구,14500.0,2
성북구,종암동,단독다가구,14455.4,46
광진구,화양동,단독다가구,14439.4,102
강동구,강일동,오피스텔,14386.4,33
성동구,하왕십리동,단독다가구,14368.4,38
마포구,공덕동,단독다가구,14366.4,42
노원구,상계동,연립다세대,14343.9,163
서초구,우면동,오피스텔,14304.3,23
동작구,본동,연립다세대,14259.1,11
중랑구,상봉동,단독다가구,14241.0,62
양천구,신월동,연립다세대,14195.8,481
성북구,보문동6가,단독다가구,14190.0,10
강동구,천호동,단독다가구,14086.9,257
중랑구,묵동,단독다가구,14064.1,99
서대문구,북가좌동,단독다가구,14063.9,54
중구,묵정동,연립다세대,14062.5,4
동작구,흑석동,단독다가구,14000.0,44
동작구,상도동,단독다가구,13917.3,286
성북구,삼선동3가,단독다가구,13911.1,9
성북구,삼선동4가,단독다가구,13885.7,7
구로구,신도림동,연립다세대,13875.0,8
영등포구,영등포동,오피스텔,13833.3,6
종로구,연건동,오피스텔,13750.0,2
용산구,청파동3가,단독다가구,13746.7,30
구로구,신도림동,단독다가구,13733.3,3
서대문구,충정로2가,단독다가구,13700.0,5
노원구,상계동,오피스텔,13686.5,26
강서구,방화동,단독다가구,13673.6,47
구로구,온수동,연립다세대,13670.0,58
종로구,창신동,단독다가구,13641.7,24
마포구,마포동,단독다가구,13611.1,9
성북구,정릉동,단독다가구,13599.8,99
성북구,동선동2가,단독다가구,13551.2,8
마포구,중동,단독다가구,13520.0,7
영등포구,영등포동7가,단독다가구,13500.0,3
동대문구,청량리동,단독다가구,13473.3,56
영등포구,당산동1가,단독다가구,13404.8,25
중랑구,신내동,단독다가구,13383.6,14
성북구,안암동1가,연립다세대,13333.3,3
중랑구,중화동,단독다가구,13304.7,118
성동구,마장동,단독다가구,13268.9,55
동작구,상도동,오피스텔,13250.0,2
성북구,삼선동5가,단독다가구,13208.3,12
은평구,갈현동,단독다가구,13150.8,68
서대문구,홍제동,단독다가구,13089.7,87
중랑구,중화동,오피스텔,13083.3,6
영등포구,신길동,단독다가구,13064.5,281
마포구,창전동,오피스텔,13000.0,3
종로구,무악동,단독다가구,13000.0,1
종로구,명륜3가,단독다가구,12988.5,26
영등포구,양평동1가,단독다가구,12975.0,4
은평구,구산동,단독다가구,12970.0,20
관악구,신림동,단독다가구,12926.0,630
은평구,역촌동,단독다가구,12888.5,48
성동구,금호동2가,단독다가구,12873.7,19
동대문구,이문동,오피스텔,12869.6,37
중구,장충동2가,단독다가구,12857.1,7
서대문구,창천동,단독다가구,12851.3,70
서대문구,홍은동,단독다가구,12772.3,73
성북구,동선동3가,단독다가구,12751.9,15
도봉구,방학동,오피스텔,12730.0,40
서대문구,남가좌동,단독다가구,12688.9,54
성북구,길음동,단독다가구,12647.6,21
중랑구,면목동,단독다가구,12611.1,415
노원구,중계동,단독다가구,12567.9,14
종로구,숭인동,단독다가구,12536.8,19
중구,필동1가,단독다가구,12500.0,1
강서구,개화동,단독다가구,12500.0,11
도봉구,도봉동,단독다가구,12481.1,53
종로구,행촌동,단독다가구,12388.9,9
동대문구,회기동,단독다가구,12377.8,36
은평구,불광동,단독다가구,12374.5,105
성북구,장위동,오피스텔,12318.3,6
용산구,서빙고동,단독다가구,12300.0,7
성북구,동소문동4가,단독다가구,12277.8,9
동대문구,제기동,단독다가구,12276.8,68
서대문구,대현동,단독다가구,12250.0,4
영등포구,영등포동,단독다가구,12142.9,28
동작구,신대방동,단독다가구,12115.6,112
성북구,석관동,단독다가구,12093.5,92
은평구,대조동,단독다가구,12036.5,37
중구,장충동2가,연립다세대,12029.3,15
성북구,하월곡동,단독다가구,12023.6,55
강서구,가양동,단독다가구,12000.0,1
서대문구,천연동,연립다세대,12000.0,1
성북구,동선동1가,단독다가구,12000.0,1
영등포구,대림동,단독다가구,11956.2,202
성북구,장위동,단독다가구,11934.8,82
은평구,응암동,단독다가구,11933.9,107
성북구,상월곡동,단독다가구,11907.7,26
성북구,삼선동1가,단독다가구,11900.0,20
송파구,마천동,단독다가구,11885.1,116
동대문구,이문동,단독다가구,11868.8,64
노원구,월계동,단독다가구,11796.5,23
성북구,보문동2가,단독다가구,11750.0,6
영등포구,도림동,단독다가구,11698.8,83
노원구,공릉동,단독다가구,11659.5,121
강북구,번동,연립다세대,11578.6,120
강북구,미아동,단독다가구,11541.9,266
동대문구,휘경동,단독다가구,11529.6,106
강서구,화곡동,단독다가구,11503.4,222
종로구,부암동,오피스텔,11500.0,2
종로구,종로6가,단독다가구,11500.0,1
강북구,수유동,단독다가구,11485.6,196
은평구,신사동,단독다가구,11474.1,44
강서구,공항동,단독다가구,11473.4,48
용산구,남영동,단독다가구,11333.3,3
도봉구,쌍문동,단독다가구,11230.4,61
구로구,개봉동,단독다가구,11207.0,101
노원구,월계동,오피스텔,11000.0,1
서대문구,봉원동,단독다가구,11000.0,1
종로구,명륜3가,연립다세대,10928.6,14
구로구,온수동,단독다가구,10875.0,4
용산구,용산동3가,연립다세대,10875.0,5
강북구,번동,단독다가구,10771.6,81
구로구,고척동,단독다가구,10760.4,82
노원구,상계동,단독다가구,10736.8,110
금천구,시흥동,단독다가구,10731.9,208
금천구,독산동,단독다가구,10691.7,220
동작구,상도1동,아파트,10680.0,5
용산구,한강로3가,단독다가구,10653.7,19
성동구,사근동,단독다가구,10542.9,21
용산구,주성동,단독다가구,10500.0,5
도봉구,창동,단독다가구,10368.8,85
도봉구,방학동,단독다가구,10210.7,75
구로구,구로동,단독다가구,10176.3,209
중구,쌍림동,단독다가구,10000.0,3
영등포구,영등포동3가,아파트,10000.0,1
중구,예장동,단독다가구,10000.0,1
영등포구,당산동5가,단독다가구,10000.0,1
구로구,오류동,단독다가구,9985.9,46
성북구,동선동1가,오피스텔,9975.0,4
서대문구,미근동,아파트,9900.0,1
양천구,신월동,단독다가구,9891.8,108
금천구,가산동,단독다가구,9675.0,20
노원구,공릉동,오피스텔,9600.0,1
성북구,안암동5가,단독다가구,9318.2,11
용산구,원효로4가,단독다가구,9250.0,3
강북구,우이동,단독다가구,9154.7,16
성북구,보문동1가,연립다세대,9000.0,1
서대문구,대신동,단독다가구,8916.7,9
성북구,동선동1가,연립다세대,8916.7,6
구로구,가리봉동,단독다가구,8681.6,49
종로구,원남동,단독다가구,8500.0,2
용산구,동자동,단독다가구,8000.0,1
중구,무학동,단독다가구,8000.0,1
구로구,궁동,단독다가구,7863.6,11
서대문구,신촌동,단독다가구,7750.0,4
종로구,신문로2가,단독다가구,7683.3,6
서대문구,영천동,단독다가구,7500.0,2
종로구,명륜3가,아파트,7250.0,2
성북구,동소문동2가,단독다가구,7000.0,1
중구,회현동3가,단독다가구,7000.0,1
중구,필동3가,단독다가구,6500.0,1
종로구,돈의동,단독다가구,5500.0,1
성북구,보문동7가,단독다가구,5250.0,1
서대문구,미근동,단독다가구,5000.0,1
성북구,안암동4가,단독다가구,5000.0,1
마포구,하중동,연립다세대,2000.0,1
